word,anger,anticipation,disgust,fear,joy,negative,positive,sadness,surprise,trust
designer,0,0,0,0,0,0,1,0,0,0
desirable,0,0,0,0,0,0,1,0,0,0
desiring,0,0,0,0,0,0,1,0,0,0
desirous,0,0,0,0,0,0,1,0,0,0
desist,1,0,1,0,0,1,0,0,0,0
desolation,0,0,0,1,0,1,0,1,0,0
despair,1,0,1,1,0,1,0,1,0,0
despairing,0,0,0,1,0,1,0,1,0,0
desperate,0,0,0,0,0,1,0,0,0,0
despicable,1,0,1,0,0,1,0,0,0,0
despise,1,0,1,0,0,1,0,0,0,0
despotic,0,0,0,1,0,1,0,0,0,0
despotism,1,0,1,1,0,1,0,1,0,0
destination,0,1,0,1,1,0,1,1,1,0
destined,0,1,0,0,0,0,0,0,0,0
destitute,0,0,0,1,0,1,0,1,0,0
destroyed,1,0,0,1,0,1,0,1,0,0
destroyer,1,0,0,1,0,1,0,0,0,0
destroying,1,0,0,1,0,1,0,1,0,0
destruction,1,0,0,0,0,1,0,0,0,0
destructive,1,0,1,1,0,1,0,0,0,0
detachment,0,0,0,0,0,1,0,0,0,0
detain,0,0,0,0,0,1,0,0,0,0
detainee,1,1,0,1,0,1,0,1,0,0
detect,0,0,0,0,0,0,1,0,0,0
detection,0,0,0,0,0,0,1,0,0,0
detention,0,0,0,0,0,1,0,1,0,0
deteriorate,0,0,0,1,0,1,0,1,0,0
deteriorated,0,0,1,0,0,1,0,1,0,0
deterioration,1,0,1,1,0,1,0,1,0,0
determinate,0,1,0,0,0,0,0,0,0,1
determination,0,0,0,0,0,0,1,0,0,1
determined,0,0,0,0,0,0,1,0,0,0
detest,1,0,1,0,0,1,0,0,0,0
detonate,0,0,0,1,0,1,0,0,1,0
detonation,1,0,0,0,0,0,0,0,0,0
detract,1,0,0,0,0,1,0,0,0,0
detriment,0,0,0,0,0,1,0,0,0,0
detrimental,0,0,0,0,0,1,0,0,0,0
detritus,0,0,0,0,0,1,0,0,0,0
devastate,1,0,0,1,0,1,0,1,0,0
devastating,1,0,1,1,0,1,0,1,0,1
devastation,1,0,0,1,0,1,0,1,1,0
develop,0,1,0,0,0,0,1,0,0,0
deviation,0,0,0,0,0,0,0,1,0,0
devil,1,1,1,1,0,1,0,1,0,0
devilish,0,0,1,1,0,1,0,0,0,0
devious,0,0,0,0,0,1,0,0,0,0
devolution,0,0,0,0,0,1,0,0,0,0
devotional,0,0,0,0,0,0,1,0,0,1
devour,0,0,0,0,0,1,0,0,0,0
devout,0,1,0,0,1,0,1,0,0,1
dexterity,0,0,0,0,0,0,1,0,0,0
diabolical,1,0,1,1,0,1,0,0,0,0
diagnosis,0,1,0,1,0,1,0,0,0,1
diamond,0,0,0,0,1,0,1,0,0,0
diaper,0,0,1,0,0,0,0,0,0,0
diarrhoea,0,0,1,0,0,0,0,0,0,0
diary,0,0,0,0,1,0,1,0,0,1
diatribe,1,0,1,0,0,1,0,0,0,0
dictator,0,0,0,1,0,1,0,0,0,0
dictatorial,1,0,0,0,0,1,0,0,0,0
dictatorship,1,1,1,1,0,1,0,1,0,0
dictionary,0,0,0,0,0,0,1,0,0,1
dictum,0,0,0,0,0,0,0,0,0,1
didactic,0,0,0,0,0,0,1,0,0,0
die,0,0,0,1,0,1,0,1,0,0
dietary,0,1,0,0,0,0,1,0,0,0
differential,0,0,0,0,0,0,0,0,0,1
differently,0,0,0,0,0,0,0,0,1,0
difficult,0,0,0,1,0,0,0,0,0,0
difficulties,0,0,0,0,0,1,0,1,0,0
difficulty,1,0,0,1,0,1,0,1,0,0
digit,0,0,0,0,0,0,0,0,0,1
dignified,0,0,0,0,0,0,1,0,0,0
dignity,0,0,0,0,0,0,1,0,0,1
digress,0,1,0,0,0,1,0,0,0,0
dike,0,0,0,1,0,0,0,0,0,0
dilapidated,0,0,1,0,0,1,0,1,0,0
diligence,0,0,0,0,0,0,1,0,0,1
dilute,0,0,0,0,0,1,0,0,0,0
diminish,0,0,0,0,0,1,0,1,0,0
diminished,0,0,0,0,0,1,0,0,0,0
din,0,0,0,0,0,1,0,0,0,0
dinner,0,0,0,0,0,0,1,0,0,0
dinosaur,0,0,0,1,0,0,0,0,0,0
diplomacy,0,1,0,0,0,0,1,0,0,1
diplomatic,0,0,0,0,0,0,1,0,0,1
dire,0,0,1,1,0,1,0,1,1,0
director,0,0,0,0,0,0,1,0,0,1
dirt,0,0,1,0,0,1,0,0,0,0
dirty,0,0,1,0,0,1,0,0,0,0
disability,0,0,0,0,0,1,0,1,0,0
disable,0,0,0,1,0,1,0,1,0,0
disabled,0,0,0,1,0,1,0,1,0,0
disaffected,0,0,0,0,0,1,0,0,0,0
disagree,1,0,0,0,0,1,0,0,0,0
disagreeing,1,0,0,0,0,1,0,1,0,0
disagreement,1,0,0,0,0,1,0,1,0,0
disallowed,1,0,1,1,0,1,0,1,0,0
disappear,0,0,0,1,0,0,0,0,0,0
disappoint,1,0,1,0,0,1,0,1,0,0
disappointed,1,0,1,0,0,1,0,1,0,0
disappointing,0,0,0,0,0,1,0,1,0,0
disappointment,0,0,1,0,0,1,0,1,0,0
disapproval,0,0,0,0,0,1,0,1,0,0
disapprove,1,0,1,1,0,1,0,1,0,0
disapproved,1,0,0,0,0,1,0,1,0,0
disapproving,1,0,1,0,0,1,0,1,0,0
disaster,1,0,1,1,0,1,0,1,1,0
disastrous,1,0,0,1,0,1,0,1,0,0
disbelieve,0,0,0,0,0,1,0,0,0,0
discards,0,0,0,0,0,1,0,0,0,0
discharge,0,0,0,0,0,1,0,0,0,0
disciple,0,0,0,0,0,0,0,0,0,1
discipline,0,0,0,1,0,1,0,0,0,0
disclaim,1,0,1,0,0,1,0,0,0,1
disclosed,0,0,0,0,0,0,0,0,0,1
discoloration,0,0,1,0,0,1,0,0,0,0
discolored,0,0,1,0,0,1,0,1,0,0
discomfort,0,0,0,0,0,1,0,1,0,0
disconnect,0,0,0,0,0,1,0,1,0,0
disconnected,0,0,0,0,0,1,0,1,0,0
disconnection,0,0,0,0,0,1,0,0,0,0
discontent,1,0,1,1,0,1,0,1,0,0
discontinue,0,0,0,0,0,1,0,0,0,0
discontinuity,0,0,1,1,0,1,0,1,0,0
discord,1,0,1,0,0,1,0,0,0,0
discourage,0,0,0,1,0,1,0,1,0,0
discouragement,0,0,0,0,0,1,0,0,0,0
discovery,0,0,0,0,0,0,1,0,0,0
discredit,0,0,0,0,0,1,0,0,0,0
discreet,0,1,0,0,0,0,1,0,0,0
discretion,0,1,0,0,0,0,1,0,0,1
discretionary,0,0,0,0,0,0,1,0,0,0
discriminate,1,0,0,0,0,1,0,1,0,0
discriminating,0,0,1,0,0,1,0,0,0,0
discrimination,1,0,1,1,0,1,0,1,0,0
discussion,0,0,0,0,0,0,1,0,0,0
disdain,1,0,1,0,0,1,0,0,0,0
disease,1,0,1,1,0,1,0,1,0,0
diseased,0,0,1,1,0,1,0,1,0,0
disembodied,0,0,0,1,0,1,0,1,0,0
disengagement,0,0,0,0,0,1,0,0,0,0
disfigured,1,0,1,1,0,1,0,1,0,0
disgrace,1,0,1,0,0,1,0,1,0,0
disgraced,1,0,1,0,0,1,0,1,0,0
disgraceful,1,0,1,0,0,1,0,0,0,0
disgruntled,1,0,1,0,0,1,0,1,0,0
disgust,1,0,1,1,0,1,0,1,0,0
disgusting,1,0,1,1,0,1,0,0,0,0
disheartened,0,0,0,0,0,1,0,1,0,0
disheartening,0,0,0,0,0,1,0,1,0,0
dishonest,1,0,1,0,0,1,0,1,0,0
dishonesty,0,0,1,0,0,1,0,0,0,0
dishonor,1,0,1,1,0,1,0,1,0,0
disillusionment,1,0,1,0,0,1,0,1,0,0
disinfection,0,0,0,0,0,0,1,0,0,0
disinformation,1,0,0,1,0,1,0,0,0,0
disingenuous,0,0,1,0,0,1,0,0,0,0
disintegrate,0,0,1,1,0,1,0,0,0,0
disintegration,0,0,0,0,0,1,0,0,0,0
disinterested,0,0,0,0,0,1,0,0,0,0
dislike,1,0,1,0,0,1,0,0,0,0
disliked,1,0,0,0,0,1,0,1,0,0
dislocated,1,0,1,1,0,1,0,1,0,0
dismal,0,0,1,1,0,1,0,1,0,0
dismay,1,1,0,1,0,1,0,1,1,0
dismemberment,0,0,1,1,0,1,0,1,0,0
dismissal,1,0,1,1,0,1,0,1,1,0
disobedience,1,0,1,0,0,1,0,0,0,0
disobedient,1,0,0,0,0,1,0,0,0,0
disobey,1,0,1,0,0,1,0,0,0,0
disorder,0,0,0,1,0,1,0,0,0,0
disorderly,0,0,0,0,0,1,0,0,0,0
disorganized,0,0,0,0,0,1,0,0,0,0
disparage,1,0,1,0,0,1,0,1,0,0
disparaging,1,0,1,0,0,1,0,1,0,0
disparity,1,0,1,0,0,1,0,1,0,0
dispassionate,0,0,0,0,0,1,0,1,0,0
dispel,0,0,0,0,0,1,0,1,0,0
dispersion,0,0,0,0,0,1,0,0,0,0
displace,0,0,0,0,0,1,0,0,0,0
displaced,1,0,0,1,0,0,0,1,0,0
displeased,1,0,1,1,0,1,0,1,0,0
displeasure,0,0,1,0,0,1,0,0,0,0
disposal,0,0,0,0,0,1,0,0,0,0
dispose,0,0,1,0,0,0,0,0,0,0
disposed,0,1,0,0,0,0,1,0,0,1
dispossessed,1,0,0,1,0,1,0,1,0,0
dispute,1,0,0,0,0,1,0,0,0,0
disqualification,0,0,0,0,0,1,0,0,0,0
disqualified,1,0,1,0,0,1,0,1,0,0
disqualify,0,0,0,0,0,1,0,1,0,0
disregard,0,0,0,0,0,1,0,0,0,0
disregarded,0,0,1,0,0,1,0,0,0,0
disreputable,1,0,1,1,0,1,0,0,0,0
disrespect,1,0,0,0,0,1,0,0,0,0
disrespectful,1,0,1,1,0,1,0,1,0,0
disruption,1,0,0,1,0,1,0,0,1,0
dissatisfaction,0,0,0,0,0,1,0,0,0,0
dissection,0,0,1,0,0,0,0,0,0,0
disseminate,0,0,0,0,0,0,1,0,0,0
dissension,1,0,0,0,0,1,0,0,0,0
dissenting,0,0,0,0,0,1,0,0,0,0
disservice,1,0,1,0,0,1,0,1,0,0
dissident,1,0,0,1,0,1,0,0,0,0
dissolution,1,0,0,1,0,1,0,1,1,0
dissonance,1,0,0,0,0,1,0,0,0,0
distaste,0,0,1,0,0,1,0,0,0,0
distasteful,0,0,1,0,0,1,0,0,0,0
distillation,0,0,0,0,0,0,1,0,0,0
distinction,0,0,0,0,0,0,1,0,0,0
distorted,0,0,1,0,0,1,0,0,0,0
distortion,0,0,0,0,0,1,0,0,0,0
distract,0,0,0,0,0,1,0,0,0,0
distracted,1,0,0,0,0,1,0,0,0,0
distracting,1,1,0,0,0,1,0,0,0,0
distraction,0,0,0,0,0,1,0,0,0,0
distraught,0,0,0,0,0,1,0,1,0,0
distress,1,0,1,1,0,1,0,1,1,0
distressed,0,0,0,1,0,1,0,0,0,0
distressing,1,0,0,1,0,1,0,0,0,0
distrust,1,0,1,1,0,1,0,0,0,0
disturbance,1,0,0,1,0,1,0,1,1,0
disturbed,1,0,0,0,0,1,0,1,0,0
disuse,0,0,0,0,0,1,0,0,0,0
disused,1,0,0,0,0,1,0,0,0,0
ditty,0,0,0,0,1,0,1,0,0,0
divan,0,0,0,0,0,0,0,0,0,1
divergent,0,0,0,0,0,1,0,0,1,0
diverse,0,0,0,0,0,1,1,0,0,0
diversified,0,0,0,0,0,0,1,0,0,0
diversion,0,0,0,0,0,0,1,0,1,0
divested,0,0,0,0,0,1,0,0,0,0
divestment,0,0,0,0,0,1,0,0,0,0
divination,0,1,0,0,0,0,0,0,0,0
divinity,0,0,0,0,0,0,1,0,0,0
divorce,1,0,1,1,0,1,0,1,1,1
dizziness,0,0,0,0,0,1,0,0,0,0
dizzy,0,0,0,0,0,1,0,0,0,0
docked,0,0,0,0,0,1,0,0,0,0
doctor,0,0,0,0,0,0,1,0,0,1
doctrine,0,0,0,0,0,0,0,0,0,1
doer,0,0,0,0,0,0,1,0,0,0
dogged,0,0,0,0,0,0,1,0,0,0
dogma,0,0,0,0,0,0,0,0,0,1
doit,0,0,0,0,0,1,0,0,0,0
doldrums,0,0,0,0,0,1,0,1,0,0
dole,0,0,0,0,0,1,0,1,0,0
doll,0,0,0,0,1,0,0,0,0,0
dolor,0,0,0,0,0,1,0,1,0,0
dolphin,0,0,0,0,1,0,1,0,1,1
dominant,0,0,0,1,0,1,0,0,0,0
dominate,1,0,0,1,0,1,1,0,0,0
domination,1,0,0,1,0,1,0,1,0,0
dominion,0,0,0,1,0,0,0,0,0,1
don,0,0,0,0,0,0,1,0,0,1
donation,0,0,0,0,0,0,1,0,0,0
donkey,0,0,1,0,0,1,0,0,0,0
doodle,0,0,0,0,0,1,0,0,0,0
doom,0,0,0,1,0,1,0,0,0,0
doomed,0,0,0,1,0,1,0,1,0,0
doomsday,1,1,1,1,0,1,0,1,0,0
doubt,0,0,0,1,0,1,0,1,0,1
doubtful,0,0,0,0,0,1,0,0,0,0
doubting,0,0,0,0,0,1,0,0,0,0
doubtless,0,0,0,0,0,0,1,0,0,1
douche,0,0,0,0,0,1,0,0,0,0
dour,0,0,0,0,0,1,0,0,0,0
dove,0,1,0,0,1,0,1,0,0,1
downfall,0,0,0,1,0,1,0,1,0,0
downright,0,0,0,0,0,0,0,0,0,1
downy,0,0,0,0,0,0,1,0,0,0
drab,0,0,0,0,0,1,0,1,0,0
draft,0,1,0,0,0,0,0,0,0,0
dragon,0,0,0,1,0,0,0,0,0,0
drainage,0,0,0,0,0,1,0,0,0,0
drawback,0,0,0,0,0,1,0,0,0,0
dread,0,1,0,1,0,1,0,0,0,0
dreadful,1,1,1,1,0,1,0,1,0,0
dreadfully,0,0,1,1,0,1,0,1,1,0
dreary,0,0,0,0,0,1,0,1,0,0
drinking,0,0,0,0,0,1,0,0,0,0
drivel,0,0,1,0,0,1,0,0,0,0
drone,0,0,0,0,0,1,0,0,0,0
drool,0,0,1,0,0,0,0,0,0,0
drooping,0,0,0,0,0,1,0,0,0,0
drought,0,0,0,0,0,1,0,0,0,0
drown,0,0,0,1,0,1,0,1,0,0
drowsiness,0,0,0,0,0,1,0,0,0,0
drudgery,0,0,0,0,0,1,0,0,0,0
drugged,0,0,0,0,0,0,0,1,0,0
drunken,0,0,1,0,0,1,0,0,0,0
drunkenness,0,0,0,0,0,1,0,0,0,0
dubious,0,0,0,1,0,1,0,0,0,1
duel,1,1,0,1,0,0,0,0,0,0
duet,0,0,0,0,0,0,1,0,0,0
duke,0,0,0,0,0,0,1,0,0,0
dull,0,0,0,0,0,1,0,1,0,0
dumb,0,0,0,0,0,1,0,0,0,0
dummy,0,0,0,0,0,1,0,0,0,0
dumps,1,0,0,0,0,1,0,1,0,0
dun,0,0,0,0,0,1,0,0,0,0
dung,0,0,1,0,0,0,0,0,0,0
dungeon,0,0,0,1,0,1,0,0,0,0
dupe,1,0,0,0,0,1,0,0,0,0
duplicity,1,0,0,0,0,1,0,0,0,0
durability,0,0,0,0,0,0,1,0,0,1
durable,0,0,0,0,0,0,1,0,0,1
duress,1,0,1,1,0,1,0,1,0,0
dust,0,0,0,0,0,1,0,0,0,0
dutiful,0,1,0,0,0,0,1,0,0,1
dwarfed,0,0,0,1,0,1,0,1,0,0
dying,1,0,1,1,0,1,0,1,0,0
dynamic,0,0,0,0,0,0,0,0,1,0
dysentery,0,0,1,0,0,1,0,1,0,0
eager,0,1,0,0,1,0,1,0,1,1
eagerness,0,1,0,0,1,0,1,0,0,1
eagle,0,0,0,0,0,0,0,0,0,1
earl,0,0,0,0,0,0,1,0,0,0
earn,0,0,0,0,0,0,1,0,0,0
earnest,0,0,0,0,0,0,1,0,0,0
earnestly,0,0,0,0,0,0,1,0,0,0
earnestness,0,0,0,0,0,0,1,0,0,0
earthquake,1,0,0,1,0,1,0,1,1,0
ease,0,0,0,0,0,0,1,0,0,0
easement,0,0,0,0,0,0,1,0,0,0
easygoing,0,0,0,0,0,0,1,0,0,0
eat,0,0,0,0,0,0,1,0,0,0
eavesdropping,0,0,0,0,0,1,0,0,0,0
economy,0,0,0,0,0,0,0,0,0,1
ecstasy,0,1,0,0,1,0,1,0,0,0
ecstatic,0,1,0,0,1,0,1,0,1,0
edict,0,0,0,1,0,1,0,0,0,0
edification,0,1,0,0,1,0,1,0,0,1
edition,0,1,0,0,0,0,0,0,0,0
educate,0,0,0,0,0,0,1,0,0,0
educated,0,0,0,0,0,0,1,0,0,0
educational,0,0,0,0,0,0,1,0,0,1
eel,0,0,0,1,0,0,0,0,0,0
effective,0,0,0,0,0,0,1,0,0,1
effeminate,0,0,0,0,0,1,0,0,0,0
efficacy,0,0,0,0,0,0,1,0,0,0
efficiency,0,0,0,0,0,0,1,0,0,0
efficient,0,1,0,0,0,0,1,0,0,1
effigy,1,0,0,0,0,0,0,0,0,0
effort,0,0,0,0,0,0,1,0,0,0
egotistical,0,0,1,0,0,1,0,0,0,0
egregious,1,0,1,0,0,1,0,0,0,0
ejaculation,0,1,0,0,1,0,1,0,1,1
eject,0,0,0,0,0,1,0,0,0,0
ejection,0,0,0,0,0,1,0,0,0,0
elaboration,0,0,0,0,0,0,1,0,0,0
elated,0,0,0,0,1,0,1,0,0,0
elbow,1,0,0,0,0,0,0,0,0,0
elder,0,0,0,0,0,0,1,0,0,1
elders,0,0,0,0,0,0,1,0,0,1
elect,0,0,0,0,0,0,1,0,0,1
electorate,0,0,0,0,0,0,0,0,0,1
electric,0,0,0,0,1,0,1,0,1,0
electricity,0,0,0,0,0,0,1,0,0,0
elegance,0,1,0,0,1,0,1,0,0,1
elegant,0,0,0,0,1,0,1,0,0,0
elevation,0,1,0,1,1,0,1,0,0,1
elf,1,0,1,1,0,0,0,0,0,0
eligible,0,0,0,0,0,0,1,0,0,0
elimination,1,0,1,1,0,1,0,1,0,0
elite,0,1,0,0,1,0,1,0,0,1
eloquence,0,0,0,0,0,0,1,0,0,0
eloquent,0,0,0,0,0,0,1,0,0,0
elucidate,0,0,0,0,0,0,1,0,0,1
elusive,0,0,0,0,0,1,0,0,1,0
emaciated,0,0,0,1,0,1,0,1,0,0
emancipation,0,1,0,0,1,0,1,0,0,0
embargo,0,0,0,0,0,1,0,0,0,0
embarrass,0,0,0,0,0,1,0,1,0,0
embarrassing,0,0,0,0,0,1,0,0,0,0
embarrassment,0,0,0,1,0,1,0,1,1,0
embezzlement,0,0,0,0,0,1,0,0,0,0
embolism,0,0,0,1,0,1,0,1,0,0
embrace,0,1,0,0,1,0,1,0,1,1
embroiled,0,0,0,0,0,1,0,0,0,0
emergency,0,0,0,1,0,1,0,1,1,0
emeritus,0,0,0,0,0,0,1,0,0,0
eminence,0,0,0,0,0,0,1,0,0,1
eminent,0,0,0,0,0,0,1,0,0,0
eminently,0,0,0,0,0,0,1,0,0,0
emir,0,0,0,0,0,0,1,0,0,0
empathy,0,0,0,0,0,0,1,0,0,0
emphasize,0,0,0,0,0,0,0,0,0,1
employ,0,0,0,0,0,0,0,0,0,1
empower,0,0,0,0,0,0,1,0,0,0
emptiness,0,0,0,0,0,0,0,1,0,0
emulate,0,0,0,0,0,0,1,0,0,0
enable,0,0,0,0,0,0,1,0,0,1
enablement,0,0,0,0,0,0,1,0,0,1
enchant,0,1,0,0,1,0,1,0,1,0
enchanted,0,0,0,0,1,0,1,0,0,1
enchanting,0,1,0,0,1,0,1,0,0,0
enclave,0,0,0,0,0,1,0,0,0,0
encore,0,0,0,0,0,0,1,0,0,0
encourage,0,0,0,0,1,0,1,0,0,1
encouragement,0,0,0,0,0,0,1,0,0,0
encroachment,0,0,0,1,0,1,0,0,0,0
encumbrance,1,0,0,1,0,1,0,1,0,0
encyclopedia,0,0,0,0,0,0,1,0,0,1
endanger,0,1,0,1,0,1,0,0,0,0
endangered,0,0,0,1,0,1,0,0,0,0
endeavor,0,1,0,0,0,0,1,0,0,0
endemic,0,0,1,1,0,1,0,1,0,0
endless,1,0,0,1,1,1,1,1,0,1
endocarditis,0,0,0,1,0,0,0,1,0,0
endow,0,0,0,0,0,0,1,0,0,1
endowed,0,0,0,0,0,0,1,0,0,0
endowment,0,0,0,0,0,0,1,0,0,1
endurance,0,0,0,0,0,0,1,0,0,0
endure,0,0,0,0,0,0,1,0,0,0
enema,0,0,1,0,0,0,0,0,0,0
enemy,1,0,1,1,0,1,0,0,0,0
energetic,0,0,0,0,0,0,1,0,0,0
enforce,1,0,0,1,0,1,1,0,0,0
enforcement,0,0,0,0,0,1,0,0,0,0
engaged,0,1,0,0,1,0,1,0,0,1
engaging,0,0,0,0,1,0,1,0,0,1
engulf,0,1,0,0,0,0,0,0,0,0
enhance,0,0,0,0,0,0,1,0,0,0
enigmatic,0,0,0,1,0,1,0,0,0,0
enjoy,0,1,0,0,1,0,1,0,0,1
enjoying,0,1,0,0,1,0,1,0,0,1
enlighten,0,0,0,0,1,0,1,0,0,1
enlightenment,0,0,0,0,1,0,1,0,0,1
enliven,0,0,0,0,1,0,1,0,1,1
enmity,1,0,0,1,0,1,0,1,0,0
enrich,0,0,0,0,0,0,1,0,0,0
enroll,0,1,0,0,0,0,0,0,0,1
ensemble,0,0,0,0,0,0,1,0,0,1
ensign,0,0,0,0,0,0,1,0,0,0
enslave,0,0,0,0,0,1,0,0,0,0
enslaved,1,0,1,1,0,1,0,1,0,0
enslavement,0,0,0,0,0,1,0,0,0,0
entangled,1,0,1,1,0,1,0,1,0,0
entanglement,0,0,0,0,0,1,0,0,0,0
enterprising,0,0,0,0,0,0,1,0,0,0
entertain,0,0,0,0,1,0,1,0,0,0
entertained,0,0,0,0,1,0,1,0,0,0
entertaining,0,1,0,0,1,0,1,0,0,0
entertainment,0,1,0,0,1,0,1,0,1,1
enthusiasm,0,1,0,0,1,0,1,0,1,0
enthusiast,0,1,0,0,1,0,1,0,1,0
entrails,0,0,1,0,0,1,0,0,0,0
entrust,0,0,0,0,0,0,0,0,0,1
envious,0,0,0,0,0,1,0,0,0,0
environ,0,0,0,0,0,0,1,0,0,0
ephemeris,0,0,0,0,0,0,1,0,0,0
epic,0,0,0,0,0,0,1,0,0,0
epidemic,1,1,1,1,0,1,0,1,1,0
epilepsy,0,0,0,0,0,1,0,0,0,0
episcopal,0,0,0,0,0,0,0,0,0,1
epitaph,0,0,0,0,0,0,0,1,0,0
epitome,0,0,0,0,0,0,1,0,0,0
equality,0,0,0,0,1,0,1,0,0,1
equally,0,0,0,0,0,0,1,0,0,0
equilibrium,0,0,0,0,0,0,1,0,0,0
equity,0,0,0,0,0,0,1,0,0,0
eradicate,1,0,0,0,0,1,0,0,0,0
eradication,1,0,1,1,0,1,0,0,0,0
erase,0,0,0,1,0,1,0,0,0,0
erosion,0,0,0,0,0,1,0,0,0,0
erotic,0,1,0,0,1,1,1,0,1,1
err,0,0,0,0,0,1,0,0,0,0
errand,0,1,0,0,0,0,1,0,0,1
errant,0,0,0,0,0,1,0,0,0,0
erratic,0,0,0,0,0,1,0,0,1,0
erratum,0,0,0,0,0,1,0,0,0,0
erroneous,0,0,0,0,0,1,0,0,0,0
error,0,0,0,0,0,1,0,1,0,0
erudite,0,0,0,0,0,0,1,0,0,0
erupt,1,0,0,0,0,1,0,0,1,0
eruption,1,0,0,1,0,1,0,0,1,0
escalate,1,0,0,0,0,1,0,0,0,0
escape,0,1,0,1,0,1,1,0,0,0
escaped,0,0,0,1,0,0,0,0,0,0
eschew,1,0,0,0,0,1,0,1,0,0
escort,0,0,0,0,0,0,0,0,0,1
espionage,0,0,0,0,0,1,0,0,0,0
esprit,0,0,0,0,0,0,1,0,0,0
essential,0,0,0,0,0,0,1,0,0,0
establish,0,0,0,0,0,0,0,0,0,1
established,0,0,0,0,1,0,1,0,0,0
esteem,0,0,0,0,1,0,1,1,0,1
esthetic,0,0,0,0,0,0,1,0,0,0
estranged,0,0,0,0,0,1,0,0,0,0
ethereal,0,0,0,1,0,0,0,0,0,0
ethical,0,0,0,0,0,0,1,0,0,0
ethics,0,0,0,0,0,0,1,0,0,0
euthanasia,0,0,0,1,0,1,0,1,0,0
evacuate,0,0,0,1,0,1,0,0,0,0
evacuation,0,0,0,0,0,1,0,0,0,0
evade,1,0,1,1,0,1,0,0,0,0
evanescence,0,0,0,0,0,0,0,1,1,0
evasion,0,0,0,1,0,1,0,1,0,0
eventual,0,1,0,0,0,0,0,0,0,0
eventuality,0,1,0,1,0,0,0,0,0,0
evergreen,0,0,0,0,1,0,1,0,0,1
everlasting,0,0,0,0,0,0,1,0,0,0
evict,0,0,0,0,0,1,0,1,0,0
eviction,1,0,1,1,0,1,0,1,0,0
evident,0,0,0,0,0,0,1,0,0,1
evil,1,0,1,1,0,1,0,1,0,0
evolution,0,0,0,0,0,0,1,0,0,0
exacerbate,0,0,0,0,0,1,0,0,0,0
exacerbation,1,0,0,1,0,1,0,0,0,0
exacting,0,0,0,0,0,1,0,0,0,0
exaggerate,1,0,0,0,0,1,0,0,0,0
exaggerated,0,0,0,0,0,1,0,0,0,0
exalt,0,1,0,0,1,0,1,0,0,1
exaltation,0,0,0,0,1,0,1,0,0,1
exalted,0,0,0,0,1,0,1,0,0,1
examination,0,0,0,1,0,1,0,0,1,0
exasperation,1,0,1,0,0,1,0,0,0,0
excavation,0,1,0,0,0,1,0,0,1,0
exceed,0,1,0,0,1,0,1,0,0,0
excel,0,1,0,0,1,0,1,0,1,1
excellence,0,0,1,0,1,0,1,0,0,1
excellent,0,0,0,0,1,0,1,0,0,1
excess,0,0,0,0,0,1,0,0,0,0
exchange,0,0,0,0,0,0,1,0,0,1
excise,0,0,0,0,0,1,0,0,0,0
excitable,0,0,0,0,0,0,1,0,0,0
excitation,1,1,0,1,1,0,1,0,1,0
excite,1,1,0,1,1,0,1,0,1,0
excited,0,1,0,0,1,0,1,0,1,1
excitement,0,1,0,0,1,0,1,0,1,0
exciting,0,1,0,0,1,0,1,0,1,0
exclaim,0,0,0,0,0,0,0,0,1,0
excluded,0,0,1,0,0,1,0,1,0,0
excluding,0,0,0,0,0,1,0,1,0,0
exclusion,0,0,1,1,0,1,0,1,0,0
excrement,0,0,1,0,0,1,0,0,0,0
excretion,0,0,1,0,0,0,0,0,0,0
excruciating,0,0,0,1,0,1,0,0,0,0
excuse,0,0,0,0,0,1,0,0,0,0
execution,1,0,0,1,0,1,0,1,0,1
executioner,1,0,0,1,0,1,0,1,0,0
executor,0,0,0,0,0,0,0,0,0,1
exemplary,0,0,0,0,0,0,1,0,0,0
exemption,0,0,0,0,0,0,1,0,0,0
exhaust,0,0,0,0,0,1,0,0,0,0
exhausted,0,0,0,0,0,1,0,1,0,0
exhaustion,0,1,0,0,0,1,0,1,0,0
exhaustive,0,0,0,0,0,0,0,0,0,1
exhilaration,0,0,0,0,1,0,1,0,1,0
exhort,0,0,0,0,0,0,1,0,0,0
exhortation,0,0,0,0,0,0,1,0,0,0
exigent,0,1,1,1,0,1,0,0,1,0
exile,1,0,0,1,0,1,0,1,0,0
existence,0,0,0,0,0,0,1,0,0,0
exorcism,0,0,0,1,0,1,0,1,0,0
exotic,0,0,0,0,0,0,1,0,0,0
expatriate,0,0,0,0,0,1,0,0,0,0
expect,0,1,0,0,0,0,1,0,1,1
expectancy,0,1,0,0,0,0,0,0,0,0
expectant,0,1,0,0,0,0,0,0,0,0
expectation,0,1,0,0,0,0,1,0,0,0
expected,0,1,0,0,0,0,0,0,0,0
expecting,0,1,0,0,0,0,0,0,0,0
expedient,0,0,0,0,1,0,1,0,0,1
expedition,0,1,0,0,0,0,1,0,0,0
expel,1,0,1,1,0,1,0,1,0,0
expenditure,0,0,0,0,0,1,0,0,0,0
expenses,0,0,0,0,0,1,0,0,0,0
experienced,0,0,0,0,0,0,1,0,0,1
experiment,0,1,0,0,0,0,0,0,1,0
expert,0,0,0,0,0,0,1,0,0,1
expertise,0,0,0,0,0,0,1,0,0,1
expire,0,0,0,0,0,1,0,1,0,0
